[2019-06-10 15:46:58][log.py][line:146][INFO] Scrapy 1.6.0 started (bot: gov_all)
[2019-06-10 15:46:58][log.py][line:149][INFO] Versions: lxml 4.2.1.0, libxml2 2.9.8, cssselect 1.0.3, parsel 1.5.1, w3lib 1.20.0, Twisted 18.9.0, Python 3.6.5 |Anaconda, Inc.| (default, Mar 29 2018, 13:32:41) [MSC v.1900 64 bit (AMD64)], pyOpenSSL 18.0.0 (OpenSSL 1.0.2k  26 Jan 2017), cryptography 2.2.2, Platform Windows-10-10.0.17134-SP0
[2019-06-10 15:46:58][log.py][line:38][INFO] Overridden settings: {'BOT_NAME': 'gov_all', 'LOG_LEVEL': 'INFO', 'NEWSPIDER_MODULE': 'gov_all.spiders', 'SPIDER_MODULES': ['gov_all.spiders']}
[2019-06-10 15:46:58][log.py][line:60][INFO] Telnet Password: d4a5107b4ecf1723
[2019-06-10 15:46:58][log.py][line:48][INFO] Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.logstats.LogStats']
[2019-06-10 15:46:59][log.py][line:48][INFO] Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
[2019-06-10 15:46:59][log.py][line:48][INFO] Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
[2019-06-10 15:46:59][log.py][line:48][INFO] Enabled item pipelines:
['gov_all.pipelines.GovAllPipeline']
[2019-06-10 15:46:59][log.py][line:256][INFO] Spider opened
[2019-06-10 15:46:59][log.py][line:48][INFO] Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
[2019-06-10 15:46:59][log.py][line:74][INFO] Telnet console listening on 127.0.0.1:6023
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/gongkai/ldhd/t1590251.htm> (referer: http://www.beijing.gov.cn/ywdt/yaowen/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/gongkai/ldhd/t1590284.htm> (referer: http://www.beijing.gov.cn/ywdt/yaowen/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589653.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/gongkai/ldhd/t1590244.htm> (referer: http://www.beijing.gov.cn/ywdt/yaowen/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/gongkai/ldhd/t1590292.htm> (referer: http://www.beijing.gov.cn/ywdt/yaowen/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589803.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589647.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589663.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589801.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589798.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589812.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589792.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589831.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590088.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590035.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589915.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589906.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1589911.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590138.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590131.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590133.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590220.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590269.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590246.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590265.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590382.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590314.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590286.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/gzdt/t1590304.htm> (referer: http://www.beijing.gov.cn/ywdt/gzdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1589641.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1589846.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1589729.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1589999.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1590186.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1590234.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1590261.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1590278.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:238][DEBUG] Crawled (200) <GET http://www.beijing.gov.cn/ywdt/zybwdt/t1590368.htm> (referer: http://www.beijing.gov.cn/ywdt/zybwdt/)
[2019-06-10 15:47:00][log.py][line:295][INFO] Closing spider (finished)
[2019-06-10 15:47:00][log.py][line:47][INFO] Dumping Scrapy stats:
{'downloader/request_bytes': 46761,
 'downloader/request_count': 108,
 'downloader/request_method_count/GET': 108,
 'downloader/response_bytes': 655214,
 'downloader/response_count': 108,
 'downloader/response_status_count/200': 108,
 'finish_reason': 'finished',
 'finish_time': datetime.datetime(2019, 6, 10, 7, 47, 0, 431669),
 'log_count/INFO': 9,
 'request_depth_max': 2,
 'response_received_count': 108,
 'scheduler/dequeued': 108,
 'scheduler/dequeued/memory': 108,
 'scheduler/enqueued': 108,
 'scheduler/enqueued/memory': 108,
 'start_time': datetime.datetime(2019, 6, 10, 7, 46, 59, 90343)}
[2019-06-10 15:47:00][log.py][line:326][INFO] Spider closed (finished)
[2019-06-10 16:06:20][log.py][line:146][INFO] Scrapy 1.6.0 started (bot: gov_all)
